title	label
Were No. 1 in child hunger.	0
Here, we have Thanksgiving, we have Christmas, we have the 4th of July. Every year in Iran, they celebrate Death to America day.	3
The pension fund in the city of Providence is only 30 percent funded, about the same level as when he [Taveras] took office.	1
Florida sends $135 billion and D.C. returns $150 billion.	1
Says President Barack Obama delivered $2 billion to Brazil to help with offshore drilling projects.	5
Opponent Glenn Hegar expressed pride in legislated cuts to public school funding.	0
One. Thats the number of new drilling permits under the Obama administration since they came into office.	5
We just had someone last week in Neenah near a school kill someone with a bow and arrow.	5
The Obama administration offered $900 million to Hamas, a recognized terrorist organization, to rebuild Gaza.	4
University of Wisconsin Systems reserves are in the mid- to low-range of comparable university systems.	2
I won the South Carolina primary in 2004, and I was way behind in the polls at this stage in 2004.	2
(Big banks) have invested over $300,000 in (Joe Heck), and Heck has sponsored $44 million dollars in tax breaks for banks.	3
Right now, we have the lowest gas tax of anywhere in the country.	1
Says Hillary Clinton and Tim Kaine want to shut down shale, and shut down natural gas.	2
When President Obama was running for re-election Senator Sanders was trying to find someone to primary him.	2
Providence has amongst the highest tax rate(s) in the entire country.	1
Among the money spent on health care in the United States, "46 cents on every dollar spent is through Medicare and Medicaid."	2
Today the Walton family of Walmart own more wealth than the bottom 40 percent of America.	0
Says Mitt Romney was director of a company that stole millions from Medicare.	1
Middle-class Americans pay a higher tax rate than millionaires and billionaires.	2
On high-speed rail.	4
Winning enough pledged delegates is not impossible.	1
Says Proposition 205 blocks market entry for new marijuana dispensaries.	3
This is the same (farm) bill we voted on a few weeks ago, with the exception of one or two sentences.	3
We refused to balance the budget on the backs of our children.	3
A majority of the American people opposed the health care law when it was signed and still oppose it today.	1
When Chuck Schumer and Marco Rubio tried to push amnesty, it was Ted Cruz who stopped them.	3
Ohio lost 400,000 jobs on his (Ted Stricklands) watch.	2
Says Virginia, Florida and Georgia are the three states that are the principal source for gun trafficking.	1
Says Hillary Clinton shows up in Broward County and had a private meeting with elections supervisor Brenda Snipes.	5
Clayton County has employed 1,300 people over the past seven months through the Neighborhood Stabilization Program.	2
Health care reform plans being consided in Congress "will finally reduce the costs of health care."	2
Two-thirds of our kids cant read at grade level.	2
Our debt now is about $140,000 per household.	1
Under Charlie Crist, Florida lost 825,000 jobs and the unemployment rate increased from 3.5 percent to 11.1 percent.	2
Says Ken Cuccinelli tried to make it more difficult for mothers to obtain divorces.	2
Says his comment about extremists being a JV team wasnt specifically referring to Islamic State.	4
One man (New Castle, Del., County Executive, Chris Coons) thought property taxes should be hiked almost 50 percent.	1
NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.	3
Social Security has not contributed to the debt and the deficits.	3
The American Power Act would cut our dependence on oil in half.	2
Texas is one of only a handful of states that does not have an equal pay law.	4
Says Charlie Crists campaign bashedSen. Bill Nelsons big-government solutions.	5
By 2009, dozens of senior terrorists had been taken off the battlefield by drones.	0
On abortion rights.	2
Says that since 1975, redistricting by Texas lawmakers has always been found in violation of Section 5 of the Voting Rights Act.	2
There was serious voter fraud in New Hampshire.	5
Tallahassee is the ninth-rainiest (city) in the nation.	1
Knopp says he upheld a campaign promise not to join the Public Employees Retirement System (PERS).	1
The United States is the only advanced country on Earth that doesnt guarantee paid maternity leave to our workers.	1
Faculty salaries at UW System institutions have now fallen more than 18 percent below the national average.	0
ISIS is in 32 countries.	2
Global surface temperatures have been flat for 16 years.	2
Says the Democratic Party createda debate schedule to maximize the opportunity for voters to see our candidates.	4
Says he lived up to a 2008 promise when he closed corporate tax loopholes that were sending profits overseas.	2
The United States has an immigration system where only 6.5 percent of people who come here, come here based on labor and skill.	1
The Export-Import Bank doesnt cost taxpayers anything.	2
Says Gov. Rick Scott is spending a quarter of a million of our tax dollars to robocall people.	4
Obama says hes put forward a specific $4 trillion deficit reduction plan.	2
On allowing abortion in cases of rape or incest, I have never said that or advocated that.	3
In South Florida, weve had nine inches of sea-level rise since the 1920s.	0
Says Mitt Romney has a corporation in Bermuda (but) failed to disclose that on seven different financial disclosures.	0
Washing your hands and covering your mouth when you cough makes a huge difference in reducing transmission of the flu.	0
Half of all personal bankruptcies in America "are caused by medical bills."	1
We gave every public employee in the state the freedom to choose whether or not they want to be in a union.	4
Scott Walker raises nearly 70 percent of his money from out of state	3
David Simpson actually voted for drivers licenses for illegal immigrants.	3
Saysproposal to boostteacherpension fundputs no mandate on local government.	4
Says Gov. Scott Walker said no to equal pay for equal work for women.	4
We werent told they wanted more security for diplomatic facilities in Libya.	3
